endTime,artistName,trackName,msPlayed
2023-12-11 22:32,Olivia Rodrigo,get him back!,211141
2023-12-11 22:35,King Harvest,Dancing in the Moonlight,181133
2023-12-11 22:38,Lizzo,Break Up Twice,176882
2023-12-11 22:41,Avril Lavigne,What the Hell,220706
2023-12-11 22:45,COIN,Youuu,235266
2023-12-11 22:49,Cage The Elephant,Cold Cold Cold,214386
2023-12-11 22:52,The Chainsmokers,Don't Let Me Down,7222
2023-12-11 22:52,The Lumineers,WHERE WE ARE,172800
2023-12-11 22:55,FINNEAS,Let's Fall in Love for the Night,190348
2023-12-11 22:58,The Head And The Heart,All We Ever Knew,14294
2023-12-11 22:58,gade 节奏,Kcab Gnihsur,158737
2023-12-11 23:01,Coconut Records,Nighttiming,168492
2023-12-11 23:01,M.I.A.,Paper Planes,23577
2023-12-11 23:01,AWOLNATION,Woman Woman,850
2023-12-11 23:04,Saint Motel,Sweet Talk,143890
2023-12-12 20:10,Unknown Artist,Unknown Track,2190
2023-12-12 20:14,Florence + The Machine,Dog Days Are Over,251840
2023-12-12 20:18,Local Natives,I Saw You Close Your Eyes,216840
2023-12-12 20:22,Peter Bjorn and John,Young Folks,276693
2023-12-12 20:26,The Rolling Stones,(I Can't Get No) Satisfaction - Mono Version,222813
2023-12-12 20:29,STRFKR,Bury Us Alive,190360
2023-12-12 20:43,MisterWives,SUPERBLOOM,200913
2023-12-12 20:43,Taylor Swift,the 1,13470
2023-12-12 20:46,Olivia Rodrigo,get him back!,152540
2023-12-12 21:25,Olivia Rodrigo,vampire,122550
2023-12-12 23:45,Unknown Artist,Unknown Track,5955
2023-12-12 23:45,Unknown Artist,Unknown Track,3604
2023-12-12 23:48,Blondie,Heart Of Glass,208708
2023-12-12 23:48,Peter Bjorn and John,Young Folks,8746
2023-12-12 23:51,King Harvest,Dancing in the Moonlight,181133
2023-12-12 23:56,Edward Sharpe & The Magnetic Zeros,Home - 2019 Remaster,306373
2023-12-13 00:01,Unknown Artist,Unknown Track,1567
2023-12-13 00:01,Coldplay,Clocks,297601
2023-12-13 00:02,Unknown Artist,Unknown Track,4832
2023-12-13 00:05,Dr. Dog,Where'd All the Time Go?,226151
2023-12-13 00:07,The xx,Crystalised,88039
2023-12-13 00:10,Goth Babe,Casita,200001
2023-12-13 00:13,Joe P,Off My Mind,198682
2023-12-13 00:18,Unknown Artist,Unknown Track,2507
2023-12-13 00:18,Unknown Artist,Unknown Track,3447
2023-12-13 00:18,Of Monsters and Men,Dirty Paws,278000
2023-12-13 00:21,Noah Kahan,Homesick,189677
2023-12-13 00:23,The Lumineers,Ho Hey,149038
2023-12-13 00:27,Cold War Kids,Love Is Mystical,211026
2023-12-13 00:28,The Head And The Heart,Lost in My Mind,88121
2023-12-13 00:31,Vance Joy,Saturday Sun,181736
2023-12-13 00:31,Unknown Artist,Unknown Track,2194
2023-12-13 00:32,Unknown Artist,Unknown Track,5851
2023-12-13 00:35,Young the Giant,Heat of the Summer,202010
2023-12-13 00:38,Cage The Elephant,Cigarette Daydreams,203858
2023-12-13 00:41,Saint Motel,Sweet Talk,184672
2023-12-13 00:44,Coconut Records,Nighttiming,154123
2023-12-13 00:48,Houndmouth,Sedona,238011
2023-12-13 00:48,Unknown Artist,Unknown Track,3708
2023-12-13 00:48,Unknown Artist,Unknown Track,1645
2023-12-13 00:52,Ed Sheeran,Castle on the Hill,254228
2023-12-13 00:55,American Authors,Best Day Of My Life,165614
2023-12-13 00:58,John Mayer,Waiting On the World to Change,186929
2023-12-13 01:01,Sixpence None The Richer,Kiss Me,205268
2023-12-13 01:05,Florence + The Machine,Cosmic Love,1393
2023-12-13 01:05,Unknown Artist,Unknown Track,7731
2023-12-13 01:05,Feist,1234,11154
2023-12-13 01:05,Jack Johnson,Upside Down,204360
2023-12-13 01:05,Unknown Artist,Unknown Track,2089
2023-12-13 01:08,Mumford & Sons,The Cave,207100
2023-12-13 01:09,Passion Pit,Sleepyhead,9773
2023-12-13 01:12,Unknown Artist,Unknown Track,2011
2023-12-13 01:12,Franz Ferdinand,Take Me Out,230382
2023-12-13 01:13,Unknown Artist,Unknown Track,6034
2023-12-13 01:15,Daði Freyr,Think About Things,171760
2023-12-13 01:16,Daði Freyr,Hvað með það?,510
2023-12-13 01:16,Daði Freyr,Gagnamagnið,12062
2023-12-13 01:16,Unknown Artist,Unknown Track,6111
2023-12-13 01:16,Daði Freyr,Ímyndin,3018
2023-12-13 01:16,Daði Freyr,Forspil,1393
2023-12-13 01:18,MisterWives,Reflections,172077
2023-12-13 01:22,MisterWives,SUPERBLOOM,195697
2023-12-13 01:22,Unknown Artist,Unknown Track,2846
2023-12-13 01:22,MisterWives,Ride - Recorded at Spotify Studios NYC,36526
2023-12-13 01:22,MisterWives,Our Own House,3924
2023-12-13 01:22,MisterWives,decide to be happy,1416
2023-12-13 01:26,Elton John,Bennie And The Jets - Remastered 2014,236329
2023-12-13 04:44,Frank Ocean,Nights,7780
2023-12-15 03:40,Cage The Elephant,Ready To Let Go,3440
2023-12-15 03:40,Saint Motel,Sweet Talk,170840
2023-12-15 03:42,King Harvest,Dancing in the Moonlight,119130
2023-12-15 03:42,Goth Babe,Casita,1700
2023-12-15 03:42,Morningsiders,Empress,1310
2023-12-15 03:42,Patrick Martin,Dandelion Eyes,6270
2023-12-15 03:42,Peter Bjorn and John,Young Folks,17440
2023-12-15 03:42,Sundara Karma,Flame,5500
2023-12-15 03:42,Taylor Swift,champagne problems,4360
2023-12-15 03:42,Taylor Swift,the 1,14350
2023-12-15 03:46,Noah Kahan,She Calls Me Back,221695
2023-12-15 03:48,Noah Kahan,The View Between Villages - Extended,109254
2023-12-15 03:52,The Revivalists,Kid,208253
2023-12-15 03:57,Electric Light Orchestra,Mr. Blue Sky,303373
2023-12-15 03:57,Frankie Valli & The Four Seasons,Beggin',23073
2023-12-15 03:58,Noah Kahan,The View Between Villages - Extended,58260
2023-12-15 04:01,Sixpence None The Richer,Kiss Me,2380
2023-12-15 04:01,Dr. Dog,Where'd All the Time Go?,148850
2023-12-15 04:05,Noah Kahan,The View Between Villages - Extended,292903
2023-12-15 04:06,Cass Elliot,Make Your Own Kind Of Music,50526
2023-12-15 15:46,Taylor Swift,invisible string,252880
2023-12-15 15:49,Fleetwood Mac,Landslide,199493
2023-12-15 16:47,M.I.A.,Paper Planes,173750
2023-12-15 16:48,Sublime,Santeria,6431
2023-12-15 16:48,Shakey Graves,Tomorrow,18645
2023-12-15 16:52,Jimmy Buffett,Margaritaville,250933
2023-12-15 17:16,American Authors,Deep Water,198093
2023-12-15 17:34,BoyWithUke,Long Drives,159646
2023-12-15 17:35,The Head And The Heart,Rivers and Roads,33971
2023-12-15 17:37,Coconut Records,Nighttiming,168492
2023-12-15 17:41,Passenger,Fast Car (Cover),235812
2023-12-15 17:46,San Cisco,Awkward - EP Version,3644
2023-12-15 19:51,Unknown Artist,Unknown Track,5198
2023-12-15 19:51,Unknown Artist,Unknown Track,3160
2023-12-15 19:54,Foster The People,Sit Next to Me,204707
2023-12-15 19:57,Michael Kiwanuka,Cold Little Heart - Radio Edit,179232
2023-12-15 20:01,Noah Kahan,New Perspective,251973
2023-12-15 20:04,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,189571
2023-12-15 20:08,"Earth, Wind & Fire",September,209859
2023-12-15 20:08,Unknown Artist,Unknown Track,9560
2023-12-15 20:08,Unknown Artist,Unknown Track,2089
2023-12-15 20:13,Noah Kahan,Orange Juice,291850
2023-12-15 20:17,The Lumineers,Stubborn Love,227319
2023-12-15 20:20,Patrick Martin,Dandelion Eyes,181310
2023-12-15 20:23,Dr. Dog,Where'd All the Time Go?,226122
2023-12-15 20:26,Taylor Swift,Midnight Rain,174782
2023-12-15 20:26,Unknown Artist,Unknown Track,2037
2023-12-15 20:27,Unknown Artist,Unknown Track,21132
2023-12-15 20:27,Maroon 5,Maps,2829
2023-12-16 20:07,Maroon 5,Maps,185617
2023-12-16 20:11,Unknown Artist,Unknown Track,4937
2023-12-16 20:11,Rainbow Kitten Surprise,All's Well That Ends,202367
2023-12-16 20:14,Noah Kahan,No Complaints,200320
2023-12-16 20:15,Rainbow Kitten Surprise,All's Well That Ends,59131
2023-12-16 20:18,FINNEAS,Let's Fall in Love for the Night,187704
2023-12-16 20:22,Asaf Avidan,One Day / Reckoning Song (Wankelmut Remix) - Radio Edit,212773
2023-12-16 20:25,Cold War Kids,Love Is Mystical,214000
2023-12-16 20:25,Unknown Artist,Unknown Track,4702
2023-12-16 20:25,Unknown Artist,Unknown Track,2246
2023-12-16 20:28,Arctic Monkeys,Why'd You Only Call Me When You're High?,161123
2023-12-16 20:30,Mumford & Sons,The Cave,114720
2023-12-17 19:17,Mumford & Sons,The Cave,85674
2023-12-17 19:20,Unknown Artist,Unknown Track,5327
2023-12-17 19:20,Olivia Rodrigo,good 4 u,178146
2023-12-17 19:23,Eagles,Take It Easy - 2013 Remaster,200617
2023-12-17 19:24,Lost Frequencies,Reality (feat. Janieck Devy) - Radio Edit,3776
2023-12-17 19:24,Olivia Rodrigo,good 4 u,9542
2023-12-17 19:27,Empire Of The Sun,Alive,204591
2023-12-17 19:31,Survivor,Eye of the Tiger,245640
2023-12-17 19:34,Unknown Artist,Unknown Track,1593
2023-12-17 19:34,Four Tops,"I Can't Help Myself (Sugar Pie, Honey Bunch)",160000
2023-12-17 19:36,Unknown Artist,Unknown Track,6217
2023-12-17 19:36,Wishing On A Star,"Montage (From ""Team America: World Police"")",121916
2023-12-17 19:39,Sundara Karma,She Said,196790
2023-12-17 19:42,Lewis Del Mar,Painting (Masterpiece),190982
2023-12-17 19:46,Foals,Mountain at My Gates,226601
2023-12-17 19:49,Wild Party,OutRight,159270
2023-12-17 19:52,Unknown Artist,Unknown Track,1750
2023-12-17 19:52,FINNEAS,I Lost a Friend,8019
2023-12-17 19:52,Unknown Artist,Unknown Track,7053
2023-12-17 19:52,DREAMERS,Wolves (You Got Me),218515
2023-12-17 19:55,FINNEAS,New Girl,179210
2023-12-17 20:33,FINNEAS,Angel,35813
2023-12-18 15:59,Unknown Artist,Unknown Track,5824
2023-12-18 15:59,Unknown Artist,Unknown Track,3709
2023-12-18 16:23,The Doobie Brothers,Listen to the Music,203254
2023-12-18 16:27,Paramore,Still into You,205747
2023-12-18 16:30,Taylor Swift,Anti-Hero,199095
2023-12-18 16:34,Jimmy Buffett,Margaritaville,250933
2023-12-18 16:38,U2,Beautiful Day,226790
2023-12-18 16:38,The Temptations,Get Ready,18015
2023-12-18 17:34,John Lennon,Beautiful Boy (Darling Boy) - Remastered 2010,1671
2023-12-18 17:34,The Smashing Pumpkins,1979 - Remastered 2012,3134
2023-12-18 17:34,Pavement,Harness Your Hopes - B-side,15348
2023-12-18 17:34,Unknown Artist,Unknown Track,6425
2023-12-18 17:34,The Daughters Of Eve,Hey Lover,3268
2023-12-18 17:37,Unknown Artist,Unknown Track,1750
2023-12-18 17:37,Billy Joel,Vienna,211591
2023-12-18 17:38,Unknown Artist,Unknown Track,6765
2023-12-18 17:41,Joe P,Off My Mind,198660
2023-12-18 17:44,young friend,PINCH ME,174151
2023-12-18 17:46,Dominic Fike,Why,119120
2023-12-18 17:47,Rainbow Kitten Surprise,Our Song,108415
2023-12-18 17:50,COIN,Crash My Car,188000
2023-12-18 17:50,Unknown Artist,Unknown Track,1828
2023-12-18 17:51,Unknown Artist,Unknown Track,3760
2023-12-18 17:54,Imagine Dragons,Shots - Broiler Remix,197835
2023-12-18 17:57,Panic! At The Disco,High Hopes,183587
2023-12-18 18:00,Giant Rooks,Wild Stare,162896
2023-12-18 21:36,Vance Joy,Saturday Sun,60162
2023-12-18 22:03,Vance Joy,Saturday Sun,143493
2023-12-18 22:07,Unknown Artist,Unknown Track,2377
2023-12-18 22:07,Unknown Artist,Unknown Track,4728
2023-12-18 22:07,Young the Giant,Mind Over Matter,228674
2023-12-18 22:11,Taylor Swift,Getaway Car,232338
2023-12-18 22:14,Ashe,Till Forever Falls Apart,207302
2023-12-18 22:16,Unknown Artist,Unknown Track,5668
2023-12-18 22:16,Olivia Rodrigo,"1 step forward, 3 steps back",131077
2023-12-18 22:16,Hozier,Would That I,1941
2023-12-18 22:16,Edison Lighthouse,Love Grows (Where My Rosemary Goes),1984
2023-12-18 22:20,Noah Kahan,Paul Revere,213313
2023-12-18 22:23,AJR,Sober Up (feat. Rivers Cuomo),218763
2023-12-18 22:27,Matt Maeson,Hallucinogenics (feat. Lana Del Rey),5787
2023-12-18 22:27,COIN,Let It All Out (10:05),206310
2023-12-18 22:29,Unknown Artist,Unknown Track,6007
2023-12-18 22:29,Rebounder,Slow Angel,152594
2023-12-18 22:29,Unknown Artist,Unknown Track,1906
2023-12-18 22:33,John Mayer,Your Body Is a Wonderland,227159
2023-12-18 22:34,gade 节奏,Kcab Gnihsur,15762
2023-12-18 22:38,Mumford & Sons,Woman,271130
2023-12-18 22:38,Smallpools,Dreaming,1408
2023-12-18 22:38,Unknown Artist,Unknown Track,3030
2023-12-18 22:38,Twenty One Pilots,Migraine,8236
2023-12-18 22:41,Johnny Cash,"Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA - January 1968",158190
2023-12-18 22:43,Johnny Cash,I Walk The Line - Single Version,150044
2023-12-18 22:44,Johnny Cash,One,21875
2023-12-18 22:46,Johnny Cash,A Thing Called Love,148697
2023-12-19 20:00,Johnny Cash,Out Among the Stars,54634
2023-12-19 22:54,Unknown Artist,Unknown Track,5955
2023-12-19 22:54,Unknown Artist,Unknown Track,3265
2023-12-19 22:57,Vance Joy,Riptide,197679
2023-12-19 23:00,The Lumineers,Ho Hey,163133
2023-12-19 23:05,Edward Sharpe & The Magnetic Zeros,Home - 2019 Remaster,306373
2023-12-19 23:08,Gnarls Barkley,Crazy,180523
2023-12-19 23:11,Unknown Artist,Unknown Track,6138
2023-12-19 23:11,Lost Frequencies,Reality (feat. Janieck Devy) - Radio Edit,159000
2023-12-19 23:11,Unknown Artist,Unknown Track,2298
2023-12-19 23:14,Noah Kahan,Homesick,189690
2023-12-19 23:16,Young the Giant,Heat of the Summer,123092
2023-12-19 23:19,Cage The Elephant,Ready To Let Go,183150
2023-12-19 23:21,Unknown Artist,Unknown Track,12695
2023-12-19 23:21,Cage The Elephant,Ready To Let Go,1045
2023-12-19 23:21,FINNEAS,I Lost a Friend,1045
2023-12-19 23:21,Rainbow Kitten Surprise,All's Well That Ends,87813
2023-12-19 23:21,Rainbow Kitten Surprise,All's Well That Ends,42
2023-12-19 23:24,COIN,Run,202470
2023-12-19 23:28,Magic Man,Paris,212946
2023-12-19 23:29,WALK THE MOON,Anna Sun,981
2023-12-19 23:29,Finish Ticket,Color - Remastered,102883
2023-12-19 23:29,Unknown Artist,Unknown Track,4101
2023-12-19 23:29,Young the Giant,Silvertongue,4991
2023-12-19 23:32,Cage The Elephant,Ready To Let Go,183150
2023-12-20 01:52,M83,Midnight City,158324
2023-12-21 21:58,Unknown Artist,Unknown Track,4675
2023-12-21 21:58,M83,Midnight City,6912
2023-12-21 22:01,The Doobie Brothers,Listen to the Music,202104
2023-12-21 22:04,The Beatles,Here Comes The Sun - Remastered 2009,180390
2023-12-21 22:07,Eagles,Take It Easy - 2013 Remaster,197468
2023-12-21 22:10,Four Tops,"I Can't Help Myself (Sugar Pie, Honey Bunch)",157727
2023-12-21 22:13,Taylor Swift,Anti-Hero,199354
2023-12-21 22:13,Unknown Artist,Unknown Track,1802
2023-12-21 22:14,Unknown Artist,Unknown Track,5693
2023-12-21 22:16,Bleachers,Rollercoaster,176153
2023-12-21 22:20,Passion Pit,Take a Walk,229255
2023-12-21 22:23,GROUPLOVE,Ways to Go,194823
2023-12-21 22:27,Of Monsters and Men,Crystals,227685
2023-12-21 22:30,COIN,Talk Too Much,187000
2023-12-21 22:30,Unknown Artist,Unknown Track,1436
2023-12-21 22:30,Unknown Artist,Unknown Track,4153
2023-12-21 22:33,B.o.B,Airplanes (feat. Hayley Williams of Paramore),178278
2023-12-21 22:37,Peter Bjorn and John,Young Folks,252015
2023-12-21 22:41,Modest Mouse,Float On,205513
2023-12-21 22:43,Patrick Martin,Dandelion Eyes,181915
2023-12-21 22:47,Unknown Artist,Unknown Track,4205
2023-12-21 22:47,Goth Babe,Casita,199484
2023-12-21 22:47,Unknown Artist,Unknown Track,1933
2023-12-21 22:51,Joe P,Fighting in the Car,240170
2023-12-21 22:55,Rainbow Kitten Surprise,When It Lands,257387
2023-12-21 22:59,Rebounder,Slow Angel,3316
2023-12-21 22:59,Fitz and The Tantrums,Out of My League,203580
2023-12-21 23:03,The Head And The Heart,All We Ever Knew,225560
2023-12-21 23:03,Unknown Artist,Unknown Track,3917
2023-12-21 23:03,Unknown Artist,Unknown Track,2115
2023-12-21 23:59,Elton John,Crocodile Rock,123242
2023-12-22 21:38,Mac Miller,The Spins,204333
2023-12-22 21:41,BoyWithUke,Rockstar,193526
2023-12-22 21:44,Lost Frequencies,Reality (feat. Janieck Devy) - Radio Edit,159480
2023-12-22 21:46,Dominic Fike,Why,139906
2023-12-22 21:49,THE ANXIETY,Meet Me At Our Spot,162680
2023-12-22 21:50,Patrick Martin,Dandelion Eyes,2620
2023-12-22 21:50,Adele,Right As Rain,47983
2023-12-22 21:54,Owl City,Fireflies,228346
2023-12-22 21:56,Taylor Swift,willow - dancing witch version (Elvira remix),128993
2023-12-22 21:56,Calvin Harris,Feel So Close - Radio Edit,12740
2023-12-22 21:59,Taylor Swift,invisible string,189520
2023-12-22 21:59,Saint Motel,My Type,6980
2023-12-22 22:03,Saint Motel,Sweet Talk,3290
2023-12-22 22:03,The Revivalists,Kid,208253
2023-12-22 22:03,The Black Keys,Wild Child,26806
2023-12-22 22:45,Olivia Rodrigo,get him back!,211141
2023-12-22 22:48,Cage The Elephant,Ready To Let Go,187973
2023-12-22 22:49,Bleachers,Don't Take The Money,53775
2023-12-23 01:50,Unknown Artist,Unknown Track,3631
2023-12-23 01:51,Unknown Artist,Unknown Track,6086
2023-12-23 01:55,Young the Giant,My Body - 2020 Remaster,243078
2023-12-23 01:58,Two Door Cinema Club,Sun,184450
2023-12-23 02:02,The Lumineers,Stubborn Love,228213
2023-12-23 02:05,lovelytheband,broken,193444
2023-12-23 02:09,Unknown Artist,Unknown Track,1645
2023-12-23 02:09,Unknown Artist,Unknown Track,3055
2023-12-23 02:09,Paramore,Ain't It Fun,275177
2023-12-23 02:13,BØRNS,Electric Love,208671
2023-12-23 02:16,Of Monsters and Men,Dirty Paws,217521
2023-12-23 02:19,Arctic Monkeys,Why'd You Only Call Me When You're High?,161123
2023-12-23 02:23,The Weeknd,Save Your Tears,208608
2023-12-23 02:46,MisterWives,Reflections,172487
2023-12-23 02:46,Unknown Artist,Unknown Track,2377
2023-12-23 02:47,Led Zeppelin,Ramble On - 1990 Remaster,3562
2023-12-23 02:47,Unknown Artist,Unknown Track,4388
2023-12-23 02:47,Unknown Artist,Unknown Track,8724
2023-12-23 02:47,The Rolling Stones,"Paint It, Black",24372
2023-12-23 02:50,COIN,Let It All Out (10:05),186795
2023-12-23 02:54,Rainbow Kitten Surprise,Our Song,38975
2023-12-23 02:54,AJR,Sober Up (feat. Rivers Cuomo),1141
2023-12-23 02:54,Noah Kahan,Paul Revere,213313
2023-12-23 02:59,Noah Kahan,New Perspective,256871
2023-12-23 03:03,Noah Kahan,She Calls Me Back,243815
2023-12-23 03:07,Noah Kahan,The View Between Villages,1457
2023-12-23 03:07,Noah Kahan,Call Your Mom,278670
2023-12-23 15:16,Noah Kahan,The View Between Villages,214124
2023-12-23 15:20,Jack Johnson,Upside Down,209546
2023-12-23 15:23,Iron Eyes Cody,The Distance,232375
2023-12-23 15:24,Richy Mitch & The Coal Miners,Evergreen,50059
2023-12-23 15:28,Noah Kahan,Maine,232618
2023-12-23 15:32,George Ezra,Budapest,200733
2023-12-23 15:37,Noah Kahan,Orange Juice,297103
2023-12-23 15:41,Noah Kahan,Growing Sideways,255143
2023-12-23 15:43,The Lumineers,Ho Hey,163133
2023-12-23 15:47,Noah Kahan,False Confidence,223400
2023-12-23 15:52,Noah Kahan,"Everywhere, Everything",257668
2023-12-23 15:55,Ed Sheeran,Vega,178114
2023-12-23 15:55,BoyWithUke,idtwcbf (friends),55050
2023-12-23 16:00,Of Monsters and Men,Dirty Paws,278373
2023-12-23 16:04,Noah Kahan,All My Love,251510
2023-12-23 16:07,BoyWithUke,Prairies (with mxmtoon),191973
2023-12-23 16:12,Noah Kahan,New Perspective,256871
2023-12-23 16:16,Noah Kahan,Northern Attitude,267256
2023-12-23 16:21,Edward Sharpe & The Magnetic Zeros,Home - 2019 Remaster,306373
2023-12-23 16:24,The Lumineers,Stubborn Love,23286
2023-12-23 16:24,Lord Huron,Meet Me in the Woods,4287
2023-12-23 16:24,Lord Huron,Meet Me in the Woods,116
2023-12-23 16:28,Lord Huron,Meet Me in the Woods,262209
2023-12-23 16:32,Taylor Swift,invisible string,3111
2023-12-23 16:32,Taylor Swift,Holy Ground (Taylor's Version),202960
2023-12-23 16:32,Noah Kahan,Call Your Mom,20822
2023-12-23 16:36,The Revivalists,Kid,208253
2023-12-23 16:39,Rob Thomas,Little Wonders,224720
2023-12-23 16:42,Olivia Rodrigo,get him back!,16277
2023-12-23 16:42,Noah Kahan,Maine,4179
2023-12-23 16:42,The Black Keys,Wild Child,130619
2023-12-23 16:43,Taylor Swift,invisible string,53196
2023-12-23 16:46,King Harvest,Dancing in the Moonlight,181133
2023-12-23 16:49,Dennis van Aarssen,Strawberry Moon,169951
2023-12-23 16:51,Johnny Cash,I Walk The Line - Single Version,163045
2023-12-23 16:55,Saint Motel,My Type,204811
2023-12-23 16:58,Saint Motel,Sweet Talk,192040
2023-12-23 16:58,COIN,Let It All Out (10:05),7072
2023-12-23 16:58,Taylor Swift,the 1,4551
2023-12-23 17:02,Unknown Artist,Unknown Track,5511
2023-12-23 17:02,Unknown Artist,Unknown Track,3631
2023-12-23 17:02,Frankie Valli & The Four Seasons,"December, 1963 (Oh What a Night!)",197146
2023-12-23 17:02,flipturn,August,26147
2023-12-23 17:05,Simon & Garfunkel,Cecilia,158325
2023-12-23 17:08,Taylor Swift,Anti-Hero,197731
2023-12-23 17:11,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,189613
2023-12-23 17:14,Smash Mouth,I'm A Believer - Radio Edit,175370
2023-12-23 17:18,Unknown Artist,Unknown Track,6346
2023-12-23 17:18,Unknown Artist,Unknown Track,2115
2023-12-23 17:18,Eagles,Take It Easy - 2013 Remaster,203225
2023-12-23 17:21,The Doobie Brothers,Listen to the Music,203776
2023-12-23 17:24,Van Morrison,Brown Eyed Girl,162604
2023-12-23 17:28,Carly Simon,You're So Vain,246774
2023-12-23 17:29,Local Natives,I Saw You Close Your Eyes,1857
2023-12-23 17:29,Seals and Crofts,Summer Breeze,78191
2023-12-23 17:33,Foals,Mountain at My Gates,244293
2023-12-23 17:37,Local Natives,I Saw You Close Your Eyes,216840
2023-12-23 17:41,Unknown Artist,Unknown Track,2873
2023-12-23 17:41,Local Natives,When Am I Gonna Lose You,259914
2023-12-23 17:45,Noah Kahan,No Complaints,200290
2023-12-23 17:45,The Revivalists,Kid,54880
2023-12-23 17:49,AJR,Burn The House Down,212373
2023-12-23 17:53,AJR,Inertia,220933
2023-12-23 17:54,AJR,Yes I'm A Mess,77785
2023-12-23 22:43,Unknown Artist,Unknown Track,21002
2023-12-23 22:46,John Mayer,New Light,198190
2023-12-23 22:51,WALK THE MOON,Anna Sun,298681
2023-12-23 22:52,American Authors,Deep Water,60859
2023-12-23 22:55,Taylor Swift,the 1,210240
2023-12-23 22:59,Taylor Swift,cardigan,239560
2023-12-23 23:03,Taylor Swift,the last great american dynasty,231000
2023-12-23 23:08,Taylor Swift,exile (feat. Bon Iver),285640
2023-12-23 23:12,Taylor Swift,seven,835
2023-12-23 23:12,Taylor Swift,my tears ricochet,255893
2023-12-23 23:12,Taylor Swift,mirrorball,21095
2023-12-23 23:17,Taylor Swift,august,261920
2023-12-24 00:55,Taylor Swift,illicit affairs,3715
2023-12-24 00:55,Taylor Swift,this is me trying,108275
2023-12-24 01:00,Taylor Swift,betty,294520
2023-12-24 02:04,Taylor Swift,peace,5621
2023-12-24 02:07,Taylor Swift,Lavender Haze,202395
2023-12-24 02:11,Taylor Swift,Maroon,218270
2023-12-24 02:14,JVKE,golden hour,209259
2023-12-24 02:16,Taylor Swift,Snow On The Beach (feat. Lana Del Rey),1021
2023-12-24 02:16,JVKE,this is what falling in love feels like,120308
2023-12-24 02:16,Taylor Swift,Anti-Hero,5170
2023-12-24 02:17,Taylor Swift,"You're On Your Own, Kid",58746
2023-12-24 02:21,Niall Horan,This Town,232852
2023-12-24 02:24,Niall Horan,Slow Hands,188174
2023-12-24 02:26,Taylor Swift,Midnight Rain,0
2023-12-24 02:26,Michael Cera,Anyone Else but You,116706
2023-12-24 02:27,Edward Sharpe & The Magnetic Zeros,Home - 2019 Remaster,47182
2023-12-24 02:28,Phillip Phillips,Home,38382
2023-12-24 16:16,Phillip Phillips,Home,789
2023-12-24 22:09,The Temptations,Get Ready,7337
2023-12-24 22:12,Van Morrison,Brown Eyed Girl,183306
2023-12-24 22:16,Billy Joel,Only the Good Die Young,235560
2023-12-24 22:19,The Romantics,What I Like About You,175266
2023-12-24 22:23,Tears For Fears,Everybody Wants To Rule The World,251488
2023-12-24 22:26,Maxine Nightingale,Right Back Where We Started From,192266
2023-12-24 22:31,Don McLean,American Pie,221638
2023-12-25 03:15,Don McLean,American Pie,92
2023-12-25 03:15,Don McLean,American Pie,812
2023-12-25 03:18,Fleetwood Mac,Go Your Own Way - 2004 Remaster,223613
2023-12-25 03:22,Eagles,Take It Easy - 2013 Remaster,211577
2023-12-25 03:26,Modern English,I Melt with You,251573
2023-12-25 03:30,Fleetwood Mac,Everywhere - 2017 Remaster,226653
2023-12-25 03:33,The O'Jays,Love Train,178400
2023-12-25 03:36,Dexys Midnight Runners,Come On Eileen - Single Edit,205680
2023-12-25 03:41,Tears For Fears,Everybody Wants To Rule The World,251488
2023-12-25 03:44,Elton John,Crocodile Rock,182786
2023-12-25 21:05,The Cranberries,Dreams,271560
2023-12-25 21:12,Daryl Hall & John Oates,Rich Girl,142786
2023-12-25 21:17,Billy Joel,My Life,284000
2023-12-25 21:17,The Working Guys,I Come from a Land Down Under,46814
2023-12-25 21:20,King Harvest,Dancing in the Moonlight,181133
2023-12-25 21:23,The Temptations,Get Ready,164160
2023-12-25 21:25,Cass Elliot,Make Your Own Kind Of Music,139533
2023-12-25 21:30,ABBA,Take A Chance On Me,243933
2023-12-25 21:33,Maxine Nightingale,Right Back Where We Started From,192266
2023-12-25 23:30,The Beach Boys,Kokomo,217692
2023-12-25 23:33,Faces,Ooh La La,214080
2023-12-25 23:38,Steve Miller Band,Fly Like An Eagle,282693
2023-12-25 23:42,Stealers Wheel,Stuck In The Middle With You,208946
2023-12-25 23:46,Elton John,Don't Go Breaking My Heart,275440
2023-12-25 23:50,Billy Joel,Only the Good Die Young,235560
2023-12-25 23:53,The Romantics,What I Like About You,175266
2023-12-25 23:56,Looking Glass,Brandy (You're a Fine Girl),186826
2023-12-26 15:47,Stevie Wonder,Sir Duke,232760
2023-12-26 15:52,Bill Withers,Lovely Day,254560
2023-12-26 15:54,Natalie Cole,This Will Be (An Everlasting Love),171960
2023-12-26 15:55,Grady Strange,I Listen to Your Radio Show at Night,21183
2023-12-26 15:58,Simon & Garfunkel,Cecilia,174826
2023-12-26 16:02,Michael Franti & Spearhead,Say Hey (I Love You) (feat. Cherine Anderson),235760
2023-12-26 16:04,The Beach Boys,Wouldn't It Be Nice,153205
2023-12-26 16:09,Fleetwood Mac,The Chain - 2004 Remaster,263521
